Card_ID,Card Network,Card Type,Segment,Issuer Bank,Issuance Country,Issue_Date,Expiry_Date,Status,_source_extract_date
CARD00444,Meridian Primary,Debit,Consumer,EuroTrust Bank,US,2021-06-24,2025-06-24,active,2026-01-05
CARD00489,Meridian Affiliate,Credit, Consumer ,Northbridge Bank,ca,2022-04-17,04/17/2026,Blocked,2026-01-05
CARD00647,Meridian Primary,Debit,Consumer,Ridgeway Bank,IN,10/27/2020,2024-10-27,Active,2026-01-05
CARD00013 ,Meridian Direct,Credit,Consumer,Crestview Bank,United States,2024-06-12,2028-06-12,Active,2026-01-05
CARD00191,Meridian Primary,Debit,Consumer,Unity Trust Bank,US,05/17/2023,2027-05-17,Active,2026-01-05
CARD00283,Meridian Primary,Credit,Consumer,Crestview Bank,BR,43904,2024-03-14,Active,2026-01-05
CARD00030,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,US,2022-07-25,25-07-2026,Active,2026-01-05
  CARD00170,Meridian Primary,Credit,Consumer,Unity Trust Bank,US,01/09/2023,2027-01-09,Active,2026-01-05
CARD00181,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,sg,08/18/2019,2023-08-18,ACTIVE,2026-01-05
CARD00101,Meridian Primary,Credit,Commercial,EuroTrust Bank,IN,2020-07-24,2024-07-24,active,2026-01-05
CARD00198,Meridian  Direct,Credit,Consumer,Pacific Rim Bank,United States,25-02-2025,2029-02-25, Active,2026-01-05
CARD00496,Meridian Primary,Credit,Consumer,Harbor National Bank,CA,2024-09-01,01-09-2028,Active,2026-01-05
CARD00648,Meridian Primary,Debit,Consumer,EuroTrust Bank,US,2022-05-08,05/08/2026,Active,2026-01-05
CARD00789,Meridian Primary,Credit,Consumer,unknown,India,09/05/2022,2026-09-05,Active,2026-01-05
CARD00754,meridian primary,Debit,Commercial,EuroTrust Bank,MX,2022-07-17,46220,Active,2026-01-05
CARD00374,Meridian Direct,Credit,Consumer,Unity Trust Bank,IN,2022-12-10,10-12-2026,Active ,2026-01-05
CARD00679,Meridian Affiliate,Debit,Consumer,Pacific Rim Bank,United States,2019-08-24,45162,Active ,2026-01-05
CARD00719,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,Australia,2024-12-28,2028-12-28,Expired,2026-01-05
CARD00649,MERIDIAN DIRECT,Prepaid,Consumer,Alta Financial,US,2021-07-18,07/18/2025,Active,2026-01-05
CARD00461,Meridian Primary,Credit,Consumer,Meridian Community Bank,DE,04/22/2019,04/22/2023,Active,2026-01-05
CARD00414,Meridian  Primary,Debit,Consumer,Harbor National Bank,United States,22-12-2019,2023-12-22, Active,2026-01-05
CARD00132,Meridian Primary,Debit,Consumer,Gulf Horizon Bank,in,2020-08-30,08/30/2024,Active,2026-01-05
CARD00040,Meridian Primary,Debit,Commercial,Gulf Horizon Bank,United States,2023-09-23,2027-09-23,active,2026-01-05
CARD00435,Meridian Primary,Debit,Consumer,Gulf Horizon Bank,US,2019-03-23,2023-03-23,ACTIVE,2026-01-05
CARD00216,Meridian Primary,Prepaid,Commercial,Pacific Rim Bank,United Arab Emirates,2023-02-01,01-02-2027,ACTIVE,2026-01-05
CARD00556,MERIDIAN PRIMARY,Debit,Consumer,Andes Financial Group,India,01/25/2020,2024-01-25,Active,2026-01-05
CARD00567,Meridian Primary,Debit,Consumer,  Silverline Bank,US,07/12/2020,2024-07-12,active,2026-01-05
CARD00475,Meridian Primary,Credit,Commercial,Gulf Horizon Bank,US,06/06/2024,2028-06-06,Active,2026-01-05
CARD00457,MERIDIAN PRIMARY,Credit,Consumer,EuroTrust Bank,Australia,45048,05/02/2027,Active ,2026-01-05
CARD00261,Meridian Primary,Debit,Consumer,Unity Trust Bank,MX,2022-11-26,11/26/2026,Active,2026-01-05
CARD00036,Meridian Direct,Credit,Consumer,Gulf Horizon Bank,GB,2020-05-16,2024-05-16,ACTIVE,2026-01-05
  CARD00310,MERIDIAN PRIMARY,Credit,Consumer,EuroTrust Bank,Canada,2023-12-07,12/07/2027,BLOCKED,2026-01-05
CARD00277,Meridian  Direct,Credit,Consumer,Alta Financial,BR,19-06-2021,2025-06-19,active,2026-01-05
CARD00637,MERIDIAN PRIMARY,Credit,Commercial,Gulf Horizon Bank,DE,17-06-2025,47286,Active,2026-01-05
CARD00655,Meridian Primary,Credit,Commercial,Meridian Community Bank,FR,07/13/2021,07/13/2025,unknown,2026-01-05
CARD00623,Meridian Primary,Credit,Consumer,Harbor National Bank,United Arab Emirates,2023-06-24,06/24/2027,Active ,2026-01-05
CARD00394,Meridian Direct,Debit,Consumer,Harbor National Bank,BR,2019-04-16,2023-04-16,Active,2026-01-05
CARD00108,meridian direct,Credit,Consumer,Unity Trust Bank,US,2020-12-26,12/26/2024, Active,2026-01-05
CARD00766,meridian primary,Credit,Consumer,Pacific Rim Bank,GB,2023-07-17,46585,Active,2026-01-05
CARD00525,meridian direct,Prepaid,Commercial,Gulf Horizon Bank,DE,06/19/2023,06/19/2027,Active,2026-01-05
CARD00048,Meridian Primary,Prepaid,Consumer,Ridgeway Bank,Canada,08/09/2022,09-08-2026,Active ,2026-01-05
CARD00204,Meridian Direct,Debit,Consumer,Northbridge Bank,in,12/24/2024,2028-12-24,Blocked,2026-01-05
CARD00751,meridian primary,Prepaid,Consumer,EuroTrust Bank,Australia,2024-11-26,11/26/2028,ACTIVE,2026-01-05
CARD00632,Meridian Direct,Credit,Consumer,Crestview Bank,Canada,05/13/2023,2027-05-13,Active,2026-01-05
CARD00022,MERIDIAN PRIMARY,Credit,Consumer,Unity Trust Bank,US,08/23/2020,23-08-2024,Active,2026-01-05
CARD00403,meridian primary,Credit,Commercial,Unity Trust Bank,France,2021-05-02,2025-05-02,active,2026-01-05
CARD00084,MERIDIAN PRIMARY,Credit,Consumer,Alta Financial,AE,2024-05-11,2028-05-11,Active ,2026-01-05
CARD00131,Meridian Primary,Credit,Consumer,Unity Trust Bank,IN,2021-09-23,09/23/2025,Active,2026-01-05
CARD00416  ,Meridian  Primary,Credit,Consumer,Ridgeway Bank,IN,44388,11-07-2025,INACTIVE,2026-01-05
CARD00742,meridian primary,Credit,Consumer,Meridian Community Bank,CA,2019-10-27,10/27/2023,ACTIVE,2026-01-05
CARD00698,Meridian  Primary,Credit,Consumer,Gulf Horizon Bank,United Arab Emirates,2023-12-15,2027-12-15,blocked,2026-01-05
CARD00287  ,unknown,Debit,Consumer,EuroTrust Bank,US,02/02/2025,2029-02-02,ACTIVE,2026-01-05
CARD00124,Meridian  Primary,Debit,Consumer,Harbor National Bank  ,IN,45236,46697,Active,2026-01-05
CARD00034,Meridian Affiliate,Credit,Consumer,Meridian Community Bank,United States,45365,14-03-2028,Active,2026-01-05
CARD00517,Meridian Primary,Credit,Consumer,Ridgeway Bank,gb,07/08/2025,2029-07-08,Active,2026-01-05
CARD00020,MERIDIAN PRIMARY,Credit,Consumer,-,MX,04/15/2025,04/15/2029,Active,2026-01-05
CARD00752,Meridian Affiliate,Debit,Commercial,Harbor National Bank,MX,45615,11/19/2028,Active,2026-01-05
CARD00220,meridian direct,Credit,Consumer,Crestview Bank,United States,2019-04-01,2023-04-01,Active,2026-01-05
CARD00272,Meridian Direct,Credit,Consumer,Harbor National Bank,IN,05/01/2025,05/01/2029,NULL,2026-01-05
CARD00482,Meridian Direct,Debit,Consumer,Harbor National Bank,Mexico,2025-06-04,2029-06-04,Active,2026-01-05
CARD00357,Meridian Primary,Credit,Consumer,Northbridge Bank,CA,03/10/2020,2024-03-10,Active,2026-01-05
CARD00662,Meridian Affiliate,Debit,Consumer,Crestview Bank,SG,2021-08-29,45898,Blocked,2026-01-05
CARD00225,Meridian Primary,Prepaid,Consumer,Ridgeway Bank,BR,43609,05/24/2023,Active,2026-01-05
CARD00093,Meridian Direct,Debit,Consumer,Crestview Bank,MX,2020-05-22,05/22/2024,Active,2026-01-05
CARD00152,Meridian Primary,Debit,Consumer,unknown,US,2021-07-25,25-07-2025,Inactive,2026-01-05
CARD00796,Meridian Direct,Debit,Consumer,Gulf Horizon Bank,CA,06/23/2025,06/23/2029,ACTIVE,2026-01-05
CARD00318,Meridian Primary,Debit,Consumer,Andes Financial Group,DE,2024-09-10,2028-09-10,Active ,2026-01-05
CARD00449,meridian primary,Prepaid,Consumer,Ridgeway Bank,IN,2020-11-13,2024-11-13,Active,2026-01-05
CARD00746,Meridian Direct,Credit,Consumer,Silverline Bank,SG,2023-05-02,2027-05-02,Active,2026-01-05
CARD00523,Meridian Affiliate,Debit,Commercial,  Ridgeway Bank,France,2022-11-22,22-11-2026,Active ,2026-01-05
CARD00280,Meridian  Direct,Prepaid,Consumer,Harbor National Bank,GB,01/11/2022,2026-01-11,Active,2026-01-05
CARD00584,Meridian Primary,Credit,Consumer,Ridgeway Bank,India,23-08-2021,2025-08-23,Active,2026-01-05
CARD00605,meridian primary,Debit,Consumer,Alta Financial,AE,01/06/2025,2029-01-06,active,2026-01-05
 CARD00350 ,Meridian Primary,Debit,Consumer,Silverline Bank,JP,2020-05-17,45429,inactive,2026-01-05
CARD00375,Meridian Primary,Debit,Consumer,Alta Financial  ,ae,09/19/2020,09/19/2024,Active ,2026-01-05
CARD00401,Meridian Primary,Debit,Consumer,Harbor National Bank,de,03/28/2024,28-03-2028,Blocked,2026-01-05
CARD00705,Meridian Primary,Credit,Commercial,Northbridge Bank,India,2024-04-26,04/26/2028,active,2026-01-05
CARD00258,Meridian Direct,Credit,Consumer,Andes Financial Group,DE,2023-03-18,2027-03-18,Active,2026-01-05
CARD00073,Meridian Primary,Debit,Commercial,Ridgeway Bank,BR,10-11-2019,2023-11-10,Active,2026-01-05
CARD00196,Meridian Primary,Credit,Consumer,EuroTrust  Bank,United States,01/26/2024,2028-01-26,Active,2026-01-05
CARD00484,Meridian  Primary,Credit,Commercial,Harbor National Bank,India,2024-10-09,2028-10-09,Active,2026-01-05
CARD00138,MERIDIAN DIRECT,Prepaid,Consumer,Gulf Horizon Bank,US,27-04-2019,2023-04-27,Active,2026-01-05
CARD00495,Meridian Primary,Debit,Consumer,Meridian Community Bank,US,21-10-2020,2024-10-21,Active,2026-01-05
CARD00773,Meridian Primary,Debit,Consumer,Crestview Bank,Canada,2019-12-20,2023-12-20,Active,2026-01-05
CARD00551,Meridian Primary,Debit,Consumer,Northbridge Bank,US,2023-03-06,03/06/2027,Active,2026-01-05
CARD00463,Meridian  Direct,Credit,Consumer  ,Silverline Bank,de,2021-10-17,2025-10-17,Active ,2026-01-05
CARD00202,Meridian  Primary,Credit,Consumer,Andes Financial Group,Germany,2025-04-26,2029-04-26, Active,2026-01-05
CARD00313,Meridian Primary,Credit,Commercial,Silverline Bank,Canada,2019-06-17,06/17/2023,active,2026-01-05
CARD00291,Meridian Primary,Prepaid,Consumer,Alta Financial,Japan,01/13/2019,2023-01-13,Active,2026-01-05
CARD00190,Meridian Primary,Debit,Consumer,Unity Trust Bank,Japan,09/27/2022,2026-09-27,Active,2026-01-05
CARD00764,Meridian Direct,Credit,Consumer,EuroTrust Bank,BR,2023-06-10,2027-06-10, Active,2026-01-05
CARD00113,Meridian Affiliate,Debit,Consumer,Crestview Bank,GB,2024-04-21,04/21/2028,ACTIVE,2026-01-05
 CARD00184 ,Meridian Direct,Credit,Consumer,Alta Financial,FR,2023-09-06,06-09-2027,Active,2026-01-05
CARD00153,Meridian Primary,Credit,Consumer,Meridian Community Bank,US,20-03-2023,20-03-2027,active,2026-01-05
CARD00326,MERIDIAN DIRECT,Debit,Consumer,Harbor National Bank,India,06/16/2024,2028-06-16,Active,2026-01-05
CARD00704,Meridian Primary,Credit,Consumer,Gulf Horizon Bank,AU,2020-03-17,45368,Active,2026-01-05
CARD00045,Meridian  Primary,Credit,Consumer,Crestview Bank,IN,2025-08-03,08/03/2029,Active,2026-01-05
CARD00445,Meridian Direct,Debit,Commercial,Meridian Community Bank,FR,04-07-2024,2028-07-04,Active,2026-01-05
CARD00788,Meridian Primary,Credit,Consumer,Ridgeway Bank,Germany,12/17/2020,12/17/2024,ACTIVE,2026-01-05
CARD00007,Meridian Primary,Prepaid,Consumer,Silverline Bank,AU,2020-03-23,23-03-2024,Active,2026-01-05
CARD00251,Meridian Primary,Debit,Consumer,Meridian Community Bank,United States,17-09-2025,09/17/2029,ACTIVE,2026-01-05
CARD00076,meridian direct,Credit,Consumer,Meridian Community Bank,India,2024-01-01,2028-01-01,active,2026-01-05
CARD00513,Meridian Affiliate,Credit,Consumer,EuroTrust Bank,US,06/14/2019,2023-06-14, Active,2026-01-05
  CARD00392,Meridian Primary,Debit,Consumer,Crestview Bank,GB,44427,2025-08-19,Active,2026-01-05
CARD00433,Meridian Primary,Credit,Consumer,Northbridge Bank,IN,2025-05-27,47265,Active,2026-01-05
CARD00069,MERIDIAN PRIMARY,Debit,Consumer,Unity Trust Bank,AE,2024-07-01,2028-07-01,Active,2026-01-05
CARD00168,meridian primary,Credit,Consumer,Unity Trust Bank,IN,2025-07-20,2029-07-20, Active,2026-01-05
CARD00731,MERIDIAN PRIMARY,Credit,Consumer,Pacific Rim Bank,FR,05-08-2019,45143,Active,2026-01-05
CARD00555,Meridian Direct,Credit,Consumer,Harbor National Bank,MX,44187,12/22/2024,Active,2026-01-05
CARD00367,Meridian Affiliate,Debit,Consumer,unknown,Canada,2019-02-05,05-02-2023,Active ,2026-01-05
CARD00346,MERIDIAN PRIMARY,Debit,Consumer,Pacific Rim Bank,BR,2023-07-14,2027-07-14,Active,2026-01-05
CARD00585,Meridian Primary,Debit,Consumer,Ridgeway Bank,India,2023-12-16,12/16/2027,Active,2026-01-05
CARD00536,meridian affiliate,Debit,Commercial,Harbor National Bank,in,2019-01-20,01/20/2023,active,2026-01-05
CARD00399,Meridian Direct,Debit,Consumer,EuroTrust Bank,United States,2019-11-07,2023-11-07,Active,2026-01-05
CARD00186,Meridian Primary,Credit,Commercial,EuroTrust Bank,ae,09/19/2019,19-09-2023,Inactive,2026-01-05
CARD00349,Meridian Primary,Debit,Consumer,Silverline Bank,BR,01-10-2024,10/01/2028, Active,2026-01-05
CARD00616,Meridian Affiliate,Prepaid,Consumer,  Silverline Bank,GB,2023-08-27,2027-08-27,Active,2026-01-05
CARD00212,Meridian Direct,Prepaid,Consumer,Harbor National Bank,Australia,2019-02-26,2023-02-26,Active,2026-01-05
CARD00580,Meridian Primary,Debit,Consumer,Northbridge Bank,US,2023-03-14,03/14/2027,Active,2026-01-05
CARD00503,Meridian Primary,Credit,Consumer,Ridgeway Bank,France,03/17/2019,2023-03-17,Active,2026-01-05
CARD00538,Meridian Primary,Debit,Consumer,Meridian Community Bank,US,07/13/2025,13-07-2029,Active,2026-01-05
 CARD00197 ,Meridian Direct,Prepaid,Consumer,Pacific Rim Bank,GB,44146,11/11/2024,Active ,2026-01-05
CARD00176,Meridian Primary,Credit,Consumer  ,Crestview Bank,FR,2024-02-15,2028-02-15,Active,2026-01-05
