TXN_ID,TXN_DATE,CARD_NO,MERCH_ID,TYPE,AMT,CCY,STATUS,FLAG_INTL
TXN0014818,29-01-2024,CARD00229,MERC00040,PURCHASE,39.54,BRL,D,0
TXN0008811,25-02-2024,CARD00231,MERC00313,PURCHASE,$219.25,BRL,A,0
TXN0002793,05-02-2024,CARD00013  ,MERC00162,PURCHASE,51.31,USD,A,0
TXN0013981,10-05-2024,CARD00671,MERC00168,PURCHASE,7.57,JPY,A,0
TXN0003069,20-04-2024,CARD00433,MERC00149,PURCHASE,$47.93,INR,A,0
TXN0010213,16-05-2024,CARD00516,MERC00068,BALANCE TRANSFER,664.84,BRL,A,0
TXN0005199,13-06-2024,CARD00798,MERC00123,PURCHASE,44.07,USD,A,0
TXN0013176,23-01-2024,CARD00122,MERC00054,PURCHASE,97.26,INR,A,0
TXN0007293,17-03-2024,CARD00696,MERC00236,PURCHASE,$153.42,INR,A,0
TXN0010446,21-05-2024,CARD00551, MERC00391 ,ATM WITHDRAWAL,60.0,USD,A,0
TXN0007091,01-01-2024,CARD00325,MERC00022,PURCHASE,32.46,GBP,A,0
TXN0006640,03-05-2024,CARD00491,MERC00131,PURCHASE,19.52,BRL,A,0
TXN0002381,10-03-2024,CARD00629,MERC00180,PURCHASE,137.58,USD,A,0
TXN0007759,04-01-2024,CARD00067, MERC00158 ,PURCHASE,25.7,EUR,A,0
TXN0014981,10-06-2024,CARD00373,MERC00166,PURCHASE,103.63,BRL,A,0
TXN0015636,45324,CARD00683,MERC00312,PURCHASE,178.72,EUR,A,0
TXN0001384,29-02-2024,CARD00517,MERC00022,PURCHASE,44.17,GBP,A,0
TXN0005452  ,24-03-2024,CARD00562,MERC00288,PURCHASE,74.48,USD,A,0
TXN0008019,02-01-2024,CARD00391,MERC00358,PURCHASE,44.9,MXN,A,0
TXN0005248,03-01-2024,CARD00605,MERC00379,ATM WITHDRAWAL,20.0,AED,A,1
TXN0007530,24-04-2024,CARD00615,MERC00207,PURCHASE,36.17,GBP,A,0
TXN0004831,29-03-2024,CARD00473,MERC00186,CASH ADVANCE,$787.41,EUR,A,0
TXN0007532,06-01-2024,CARD00687,MERC00323,PURCHASE,405.16,INR,A,0
TXN0006756,12-02-2024,CARD00475,MERC00219,PURCHASE,298.82,USD,A,0
  TXN0007166,45405,CARD00064,MERC00100,PURCHASE,34.85,INR,A,0
TXN0013257,45443,CARD00400,MERC00257,PURCHASE,28.22,INR,A,0
TXN0007419,15-02-2024,CARD00673,MERC00006,PURCHASE,$27.10,BRL,A,0
TXN0004656,45299,CARD00547,MERC00390  ,ATM WITHDRAWAL,60.0,MXN,A,0
TXN0014312,12-04-2024,CARD00256,  MERC00370,PURCHASE,235.31,JPY,A,0
TXN0009819,12-04-2024,CARD00300,MERC00261,PURCHASE,25.12,INR,A,0
TXN0001964,26-06-2024,CARD00010,MERC00193,PURCHASE,25.76,GBP,A,0
TXN0010756,04-06-2024,CARD00480,MERC00180,PURCHASE,$22.00,SGD,A,1
TXN0012681,09-05-2024,CARD00184,MERC00304,PURCHASE,30.33,EUR,A,0
TXN0011333,15-04-2024,CARD00158,MERC00310,PURCHASE,24.34,USD,A,0
TXN0004496,45305,CARD00701,MERC00111,PURCHASE,38.9,EUR,A,0
TXN0014660,18-03-2024,CARD00173,MERC00111,PURCHASE,212.14,JPY,A,1
TXN0000202,45372,CARD00286,MERC00186,PURCHASE,119.93,EUR,A,0
TXN0009783,21-06-2024,CARD00543,MERC00162,PURCHASE,22.85,USD,A,0
TXN0008767,12-02-2024,CARD00642,MERC00286,PURCHASE,127.87,GBP,A,0
TXN0000571,27-06-2024,CARD00079,MERC00304,PURCHASE,11.38,EUR,A,0
TXN0005632,19-01-2024,CARD00789,MERC00276,PURCHASE,19.3,INR,A,0
TXN0003572,45459,CARD00122,MERC00046,PURCHASE,$299.14,INR,A,0
TXN0002486,45420,CARD00326,MERC00212,PURCHASE,33.27,INR,A,0
 TXN0005870 ,28-04-2024,CARD00308,MERC00309,PURCHASE,62.35,USD,D,0
TXN0010584,22-03-2024,CARD00333,MERC00324,PURCHASE,80.37,EUR,A,0
TXN0015645,30-05-2024,CARD00733,MERC00179,PURCHASE,40.39,AUD,A,0
TXN0000272,06-02-2024,CARD00613,MERC00159,PURCHASE,25.32,USD,A,0
TXN0011957,02-03-2024,CARD00513,MERC00319,PURCHASE,$27.30,USD,A,0
TXN0014161,24-03-2024,CARD00075,MERC00195,PURCHASE,89.57,INR,A,0
TXN0004667,28-05-2024,CARD00762,MERC00330,PURCHASE,17.66,INR,A,0
TXN0000121  ,24-02-2024,CARD00483,MERC00138,PURCHASE,134.8,SGD,A,0
TXN0012666,08-04-2024,CARD00656,MERC00096,PURCHASE,35.07,EUR,A,0
TXN0015182,30-04-2024,CARD00517,MERC00191,PURCHASE,23.15,GBP,A,0
TXN0000045,18-01-2024,CARD00457,MERC00240,PURCHASE,87.47,AUD,A,0
TXN0000268,22-04-2024,CARD00435,MERC00349,PURCHASE,160.8,USD,A,0
TXN0003892,25-05-2024,CARD00446,MERC00138,PURCHASE,116.35,SGD,A,0
TXN0000334,45370,CARD00226,MERC00202,PURCHASE,241.59,USD,A,0
TXN0002530,03-06-2024,CARD00643,MERC00218,PURCHASE,341.06,USD,D,0
TXN0014053,25-04-2024,CARD00642,MERC00194,PURCHASE,48.83,GBP,A,0
TXN0010992,24-03-2024,CARD00451,MERC00270,PURCHASE,184.66,USD,A,0
TXN0014810,12-04-2024,CARD00794,MERC00342,PURCHASE,109.93,CAD,A,0
TXN0012111,28-04-2024,CARD00399,MERC00106,PURCHASE,103.02,USD,A,0
TXN0002999,24-01-2024,CARD00063,MERC00274,PURCHASE,269.71,INR,A,0
TXN0006575,08-06-2024,CARD00256,MERC00167,PURCHASE,9.49,JPY,A,0
TXN0013495,20-01-2024,CARD00248,MERC00184,PURCHASE,44.77,USD,A,0
TXN0003698,11-03-2024,CARD00207,MERC00160,BALANCE TRANSFER,1353.35,GBP,D,0
TXN0015733,22-05-2024,CARD00325,MERC00385,ATM WITHDRAWAL,150.0,GBP,A,0
TXN0006211,04-04-2024,CARD00591,MERC00385,ATM WITHDRAWAL,100.0,GBP,A,0
TXN0015535,17-05-2024,CARD00754,MERC00018,PURCHASE,167.51,MXN,A,1
TXN0011885,45387,CARD00752,MERC00358,PURCHASE,269.32,MXN,A,0
TXN0013823,45298,CARD00624,MERC00378,ATM WITHDRAWAL,150.0,CAD,A,1
TXN0008429,01-05-2024,CARD00679,MERC00270,PURCHASE,$19.97,USD,A,0
TXN0015265,17-05-2024,CARD00139,MERC00291,PURCHASE,26.18,EUR,A,0
TXN0015612,16-02-2024,CARD00426,MERC00220,PURCHASE,69.62,INR,A,0
TXN0005034,05-06-2024,CARD00149,MERC00205,PURCHASE,27.86,INR,A,0
TXN0003607,28-03-2024,CARD00608,MERC00025,PURCHASE,365.59,USD,A,0
TXN0008704,23-04-2024,CARD00543,MERC00091,PURCHASE,68.44,USD,A,1
TXN0014048,03-06-2024,CARD00412,MERC00357,PURCHASE,14.66,GBP,A,0
TXN0001357,09-05-2024,CARD00659,MERC00370,PURCHASE,298.83,JPY,A,0
TXN0008796,12-04-2024,CARD00621,MERC00070,PURCHASE,23.21,AUD,A,0
TXN0014672,06-05-2024,CARD00799,MERC00363,PURCHASE,28.55,AED,A,0
TXN0004948,07-06-2024,CARD00042,MERC00281,PURCHASE,20.88,USD,A,0
TXN0013452,45302,CARD00771,MERC00010,PURCHASE,54.21,CAD,A,0
TXN0015261,26-03-2024,CARD00368,MERC00209,PURCHASE,160.02,USD,A,0
TXN0015806,19-01-2024,CARD00282,MERC00136,PURCHASE,2095.32,SGD,A,1
TXN0012621,16-04-2024,CARD00364,MERC00301,PURCHASE,53.89,EUR,A,1
TXN0014239,12-06-2024,CARD00245,MERC00398,ATM WITHDRAWAL,150.0,USD,A,0
TXN0013687,23-05-2024,CARD00497,MERC00384,ATM WITHDRAWAL,40.0,USD,A,0
TXN0007434,45452,  CARD00216,MERC00236,PURCHASE,212.35,AED,A,1
TXN0000659,13-06-2024,CARD00697,MERC00193,PURCHASE,45.97,GBP,A,0
TXN0009036,15-04-2024,CARD00607,MERC00252,PURCHASE,60.37,USD,A,0
TXN0001081,20-02-2024,CARD00022,MERC00393,ATM WITHDRAWAL,20.0,USD,D,0
TXN0001190,15-03-2024,CARD00194,MERC00042,PURCHASE,11.15,USD,A,0
TXN0005780,26-05-2024,CARD00779,MERC00330,PURCHASE,16.83,INR,A,0
TXN0014463,16-01-2024,CARD00785,MERC00036  ,PURCHASE,59.8,GBP,A,1
TXN0011626,45431,CARD00081,MERC00181,PURCHASE,25.51,CAD,A,0
TXN0012274,18-03-2024,CARD00050,MERC00339,PURCHASE,40.1,EUR,A,0
TXN0006395,45361,CARD00456,MERC00204,PURCHASE,75.57,AUD,A,0
TXN0005372,18-02-2024,CARD00112,MERC00363,CASH ADVANCE,308.89,AED,A,0
TXN0008603,13-03-2024,CARD00738,MERC00215,PURCHASE,38.89,EUR,A,0
TXN0013632,25-03-2024,CARD00609,MERC00008,PURCHASE,$45.46,USD,A,0
TXN0015822,16-05-2024,CARD00446,MERC00253,PURCHASE,$34.29,SGD,A,0
TXN0006960,17-02-2024,CARD00046,MERC00343,PURCHASE,41.09,EUR,A,0
TXN0003891,14-01-2024,  CARD00608,MERC00319,PURCHASE,204.52,USD,A,0
TXN0014054,19-04-2024,CARD00113,MERC00189,BALANCE  TRANSFER,973.94,GBP,A,0
TXN0004252,19-03-2024,CARD00651,MERC00042,PURCHASE,71.46,INR,A,1
TXN0003167,12-04-2024,CARD00311,MERC00144,PURCHASE,22.27,USD,A,0
TXN0001618,24-05-2024,CARD00247,MERC00093,PURCHASE,24.97,JPY,A,0
TXN0014549,24-05-2024,CARD00524,MERC00095,PURCHASE,75.29,BRL,A,0
  TXN0015655,03-03-2024,CARD00609,MERC00025,BALANCE TRANSFER,647.99,USD,A,0
TXN0009696,01-02-2024,CARD00668,MERC00241,PURCHASE,25.29,BRL,A,0
TXN0005941,18-05-2024,CARD00732,MERC00005,PURCHASE,4.07,INR,A,0
TXN0005468,12-03-2024,CARD00097,MERC00088 ,CASH ADVANCE,340.93,USD,A,0
TXN0002237,03-04-2024,CARD00665,MERC00105,BALANCE TRANSFER,906.09,EUR,A,0
TXN0000509,02-01-2024,CARD00487,MERC00329,PURCHASE,88.3,INR,A,0
TXN0014189,45392,CARD00691,MERC00210,PURCHASE,62.18,CAD,A,0
TXN0013213,22-04-2024,CARD00563,MERC00187,PURCHASE,40.18,AUD,A,0
TXN0014210,18-05-2024,CARD00539,MERC00329,CASH ADVANCE,284.31,INR,A,0
TXN0009395,01-05-2024,CARD00497,MERC00247,PURCHASE,139.62,USD,A,0
 TXN0009513 ,29-05-2024,CARD00512,MERC00076,PURCHASE,97.9,INR,A,0
TXN0005262,01-02-2024,CARD00243,MERC00017,PURCHASE,$67.67,EUR,A,0
TXN0000330,01-01-2024,CARD00611,MERC00119,PURCHASE,53.45,INR,A,0
TXN0004616,05-01-2024,CARD00409,MERC00137,PURCHASE,27.34,JPY,A,0
TXN0001858,12-04-2024,CARD00056,MERC00359,PURCHASE,687.32,SGD,A,0
TXN0006155,30-01-2024,CARD00556,MERC00236,PURCHASE,84.76,INR,A,0
TXN0015059,20-01-2024,CARD00787,MERC00286,PURCHASE,63.01,GBP,D,0
TXN0004832,01-05-2024,CARD00024,MERC00356,PURCHASE,581.37,AUD,A,0
TXN0002794,10-05-2024,CARD00720,MERC00205,PURCHASE,27.37,INR,A,0
TXN0002030,15-06-2024,CARD00245,MERC00338,PURCHASE,518.38,USD,A,0
TXN0011033,20-06-2024,CARD00119,MERC00098,PURCHASE,567.67,USD,A,0
TXN0008340,18-03-2024,CARD00544,MERC00020,PURCHASE,29.9,USD,A,0
TXN0004991,16-05-2024,CARD00284,MERC00379,ATM WITHDRAWAL,100.0,GBP,A,1
TXN0014124,45413,CARD00652,MERC00240,PURCHASE,302.82,AUD,A,0
TXN0012141,28-01-2024,CARD00355,MERC00203,PURCHASE,155.16,USD,A,0
TXN0008974,09-06-2024,CARD00366,MERC00322,PURCHASE,196.89,USD,A,0
TXN0003490,06-06-2024,CARD00581,MERC00106,PURCHASE,13.19,USD,A,0
TXN0008931,14-05-2024,CARD00749,MERC00193,PURCHASE,16.11,GBP,A,0
TXN0001185,18-06-2024,CARD00012,MERC00070,BALANCE TRANSFER,711.13,AUD,A,0
TXN0015337,03-05-2024,CARD00759,MERC00112,PURCHASE,5.89,INR,A,0
TXN0010303,13-04-2024,CARD00428,MERC00134,PURCHASE,198.19,INR,A,0
TXN0010281,03-02-2024,CARD00709,MERC00143,PURCHASE,$32.27,USD,A,0
TXN0002564,45392,CARD00399,MERC00133,PURCHASE,65.26,USD,A,0
TXN0004138,12-01-2024,CARD00166, MERC00226 ,PURCHASE,24.61,GBP,A,0
TXN0003999,16-04-2024,CARD00074,MERC00253,PURCHASE,35.86,SGD,A,0
TXN0005064,45321,CARD00062,MERC00380,ATM WITHDRAWAL,150.0,JPY,A,0
TXN0002861,07-03-2024,CARD00616,MERC00194,PURCHASE,519.12,GBP,A,0
TXN0012523,06-06-2024,CARD00426,MERC00136,PURCHASE,207.75,INR,A,1
TXN0001967,28-05-2024,CARD00542,MERC00372,ATM WITHDRAWAL,$100.00,EUR,A,0
TXN0003756,09-05-2024,CARD00453,MERC00190,PURCHASE,22.62,SGD,A,0
TXN0012354,45375,CARD00581,MERC00184,PURCHASE,$54.53,USD,A,0
TXN0006231,15-06-2024,CARD00612,MERC00393,ATM WITHDRAWAL,60.0,USD,A,0
TXN0001177,24-05-2024,CARD00539,MERC00205,PURCHASE,52.26,INR,D,0
TXN0014852,02-01-2024,CARD00424,MERC00172,PURCHASE,5.62,JPY,A,0
TXN0002474,45311,CARD00050,MERC00312,PURCHASE,10.79,EUR,A,0
TXN0010612,02-06-2024,CARD00147,MERC00201,CASH ADVANCE,720.76,INR,A,1
TXN0008662,26-02-2024,CARD00486,MERC00345,PURCHASE,39.15,EUR,A,0
TXN0015042,13-01-2024,CARD00761,MERC00398 ,ATM WITHDRAWAL,60.0,USD,A,0
TXN0015460,13-02-2024,CARD00754,MERC00227,PURCHASE,72.99,MXN,D,0
TXN0013886,11-04-2024,CARD00355,MERC00087,PURCHASE,207.59,USD,A,0
TXN0014222,25-03-2024,CARD00297,MERC00129,PURCHASE,18.98,INR,A,0
TXN0000523,12-04-2024,CARD00381,MERC00018,BALANCE TRANSFER,813.97,USD,A,0
TXN0014939,08-04-2024,CARD00456,MERC00113,PURCHASE,49.07,AUD,A,0
TXN0006525,45296,CARD00048,MERC00163,PURCHASE,46.24,CAD,A,0
TXN0004767,07-06-2024,CARD00403,MERC00121,PURCHASE,972.26,EUR,A,0
TXN0013132,13-06-2024,CARD00393,MERC00136,PURCHASE,$14.92,BRL,A,0
TXN0008238,45315,CARD00147,MERC00257,PURCHASE,72.95,INR,A,0
TXN0001101,13-04-2024,CARD00696,MERC00139,PURCHASE,38.95,INR,A,0
TXN0003847,12-03-2024,CARD00468,MERC00282,PURCHASE,$41.04,AUD,A,1
TXN0003111,20-05-2024,CARD00595,MERC00087,PURCHASE,8.27,INR,A,1
TXN0006358,15-04-2024,CARD00353,MERC00345,BALANCE TRANSFER,571.5,EUR,A,0
TXN0007970,18-06-2024,CARD00117,MERC00372,ATM WITHDRAWAL,100.0,EUR,A,0
TXN0000215,19-06-2024,  CARD00146,MERC00226,CASH ADVANCE,233.45,GBP,A,0
TXN0002671,11-01-2024,CARD00635,MERC00201,PURCHASE,286.59,USD,A,0
TXN0013019,31-03-2024,CARD00474,MERC00236,PURCHASE,"$1,653.39",INR,A,0
TXN0009858,08-06-2024,CARD00768,MERC00240,PURCHASE,61.95,AUD,A,0
TXN0015664,22-05-2024,CARD00353,MERC00049,PURCHASE,54.3,EUR,A,0
TXN0004117,16-01-2024,CARD00560,MERC00280,PURCHASE,14.74,BRL,A,0
TXN0000688,45395,CARD00031,MERC00317,PURCHASE,19.57,USD,A,0
TXN0015424,18-06-2024,CARD00409,MERC00012,PURCHASE,123.15,JPY,A,1
TXN0001241,30-05-2024,CARD00332,MERC00233,PURCHASE,$53.62,MXN,A,0
TXN0003818,03-03-2024,CARD00045,MERC00032,PURCHASE,$124.20,INR,A,0
TXN0009810,13-03-2024,CARD00527,MERC00222,PURCHASE,29.49,EUR,A,0
TXN0010522,16-04-2024,CARD00249,MERC00130,PURCHASE,236.42,EUR,A,0
TXN0005768,45428,CARD00064,  MERC00282,PURCHASE,131.95,INR,A,0
TXN0002748,12-03-2024,CARD00220,MERC00030,PURCHASE,$15.07,USD,A,0
TXN0003997,10-01-2024,CARD00298,MERC00334,PURCHASE,27.26,AUD,A,0
TXN0008887,05-05-2024,  CARD00282,MERC00019,PURCHASE,707.73,SGD,A,1
TXN0003181,06-04-2024,CARD00286,MERC00207,PURCHASE,32.61,EUR,A,1
TXN0011428,25-04-2024,CARD00765,MERC00044,PURCHASE,31.95,MXN,A,0
TXN0014537,18-06-2024,CARD00696,MERC00090,PURCHASE,$70.23,INR,A,0
TXN0012096,12-06-2024,CARD00800,MERC00139,PURCHASE,52.79,INR,A,0
TXN0012500,45447,CARD00158,MERC00393,ATM WITHDRAWAL,40.0,USD,A,0
TXN0015280,31-01-2024,CARD00405,MERC00302,PURCHASE,20.78,INR,A,0
TXN0007011,45337,CARD00442,MERC00043,PURCHASE,36.72,INR,A,0
TXN0008367,19-05-2024,CARD00712,MERC00393,ATM WITHDRAWAL,200.0,USD,A,0
TXN0014978,14-03-2024,CARD00765,MERC00192,PURCHASE,$18.99,MXN,A,0
TXN0005455,31-05-2024,CARD00047,MERC00211,  PURCHASE,$36.01,INR,A,0
TXN0002798,26-03-2024,CARD00675,MERC00214,PURCHASE,$246.80,AED,A,0
TXN0009456,01-03-2024,  CARD00102,MERC00270,PURCHASE,75.24,USD,A,0
TXN0004155,24-03-2024,CARD00706,MERC00290,PURCHASE,70.18,INR,A,0
TXN0010749,11-03-2024,CARD00737,MERC00268,PURCHASE,192.6,INR,A,0
TXN0010286,07-03-2024,CARD00710,  MERC00210,PURCHASE,15.73,CAD,A,0
TXN0009509,45301,CARD00297,MERC00046,PURCHASE,33.89,INR,A,0
TXN0002716,07-03-2024,CARD00642,MERC00373,ATM WITHDRAWAL,60.0,GBP,A,0
TXN0014342,45412,CARD00565,MERC00149,PURCHASE,13.08,INR,A,0
TXN0000687,24-02-2024,CARD00161,MERC00240,PURCHASE,94.51,AUD,A,0
TXN0013863,45335,CARD00531,MERC00040,PURCHASE,$49.28,BRL,A,0
TXN0015118,07-04-2024,CARD00440,MERC00152,PURCHASE,37.82,INR,A,0
TXN0001613,12-03-2024,CARD00362,MERC00034,BALANCE TRANSFER,1284.27,EUR,A,1
TXN0008798,23-06-2024,CARD00250,MERC00044,PURCHASE,33.42,MXN,A,0
TXN0000053,20-06-2024,CARD00325,MERC00052,PURCHASE,76.31,GBP,A,0
TXN0009332,11-04-2024, CARD00579 ,MERC00313,PURCHASE,$13.48,BRL,A,0
TXN0015129,16-01-2024,CARD00215,MERC00140,PURCHASE,90.98,CAD,A,0
TXN0000352,45405,CARD00102,MERC00062,PURCHASE,23.18,USD,D,1
TXN0013118,07-02-2024,CARD00197,MERC00285,PURCHASE,83.92,GBP,A,0
TXN0010089,45401,CARD00716,MERC00390,ATM WITHDRAWAL,60.0,MXN,A,0
TXN0010315,21-03-2024,CARD00042  ,MERC00322,PURCHASE,91.13,USD,A,0
TXN0007083,29-06-2024,CARD00491,MERC00400,ATM WITHDRAWAL,150.0,BRL,A,0
TXN0008145,10-04-2024,CARD00731,MERC00181,BALANCE TRANSFER,770.16,EUR,A,1
TXN0010689,27-04-2024,CARD00526,MERC00275,PURCHASE,$42.17,MXN,D,0
TXN0015432,29-02-2024,CARD00052,MERC00037,PURCHASE,52.12,BRL,D,1
TXN0007685,17-06-2024,CARD00564,MERC00030,PURCHASE,40.13,USD,A,0
TXN0004182,10-06-2024,CARD00645,MERC00258,PURCHASE,584.65,INR,A,1
TXN0010806,17-06-2024,CARD00670,MERC00249,PURCHASE,101.97,EUR,A,0
TXN0005999,12-06-2024,CARD00088,MERC00203,PURCHASE,151.84,USD,A,0
TXN0002056,45305,CARD00422,MERC00335,PURCHASE,6.61,CAD,A,0
TXN0013478,19-02-2024,CARD00358,MERC00132,PURCHASE,53.5,INR,A,0
TXN0009408,06-04-2024,CARD00253,MERC00070  ,PURCHASE,109.93,AUD,A,0
TXN0000753,17-05-2024,CARD00088,MERC00320,PURCHASE,37.5,USD,A,0
TXN0013855,08-05-2024,CARD00300,MERC00134,PURCHASE,36.0,INR,A,0
TXN0015614,12-04-2024,CARD00772,MERC00062,PURCHASE,76.4,EUR,A,0
TXN0003117,27-05-2024,CARD00054,MERC00311,PURCHASE,12.37,AUD,A,0
TXN0005206,06-05-2024,CARD00107,MERC00364,PURCHASE,54.9,JPY,A,0
TXN0011137,45360,CARD00758,MERC00246,PURCHASE,360.41,USD,A,0
TXN0014804,06-05-2024,CARD00593,MERC00130,PURCHASE,44.75,BRL,A,1
TXN0013618,14-01-2024,CARD00255,MERC00383,ATM WITHDRAWAL,$100.00,AUD,A,0
TXN0006312,45376,CARD00119,MERC00303,PURCHASE,337.95,USD,A,0
TXN0011371,24-01-2024,CARD00737,MERC00376,ATM WITHDRAWAL,60.0,INR,A,0
TXN0002806,13-05-2024,CARD00283,MERC00371,ATM WITHDRAWAL,$100.00,BRL,A,0
TXN0012228,45403,CARD00221,MERC00237,PURCHASE,24.21,SGD,A,0
TXN0015094,20-01-2024,CARD00066,MERC00107,PURCHASE,691.37,CAD,A,0
TXN0006201,05-03-2024,CARD00245,MERC00373,ATM WITHDRAWAL,500.0,USD,A,1
TXN0014972,22-06-2024,CARD00603,MERC00324,PURCHASE,14.3,EUR,A,0
TXN0003200,13-06-2024,CARD00234,MERC00349,PURCHASE,73.05,USD,A,0
TXN0013313,45440,CARD00634,MERC00281,PURCHASE,144.06,USD,A,0
TXN0005384,14-01-2024,CARD00491,MERC00021,PURCHASE,37.47,BRL,A,0
TXN0012102,02-05-2024,CARD00633,MERC00031,PURCHASE,187.9,CAD,A,0
TXN0008791,18-02-2024,CARD00368,MERC00059,PURCHASE,78.38,USD,A,0
TXN0004018,14-05-2024,CARD00549,MERC00168,PURCHASE,68.57,JPY,A,0
TXN0014864,45466,CARD00423,MERC00249,PURCHASE,254.8,EUR,A,1
TXN0000812,05-02-2024,CARD00595,MERC00220,CASH ADVANCE,282.44,INR,A,0
TXN0001220,28-02-2024,CARD00179,MERC00271  ,PURCHASE,29.01,BRL,A,0
TXN0005501,04-03-2024,CARD00473,MERC00017,PURCHASE,11.53,EUR,A,0
TXN0008518,08-02-2024,CARD00503,MERC00156,PURCHASE,154.6,EUR,A,0
TXN0015821,03-04-2024,CARD00688,MERC00100,CASH ADVANCE,428.86,INR,A,0
TXN0000627,24-03-2024,CARD00247,MERC00364,PURCHASE,11.14,JPY,A,0
TXN0000631,17-03-2024,CARD00575,MERC00101,PURCHASE,93.09,AED,A,1
TXN0000396,17-03-2024,CARD00130,MERC00334,PURCHASE,21.68,AUD,A,0
TXN0003459,22-06-2024,CARD00419,MERC00336,PURCHASE,139.87,BRL,A,0
TXN0001554,26-02-2024,CARD00066,MERC00389,ATM WITHDRAWAL,20.0,CAD,A,1
TXN0000416,29-04-2024,CARD00486,MERC00366,PURCHASE,12.2,EUR,A,0
TXN0015204,14-02-2024,CARD00171,MERC00295,CASH ADVANCE,1756.5,JPY,A,0
TXN0010173,20-06-2024,CARD00212,MERC00204,PURCHASE,14.59,AUD,A,0
TXN0004758,02-01-2024,CARD00415,MERC00315,PURCHASE,60.3,CAD,A,0
TXN0014794,45390,CARD00259,MERC00004,PURCHASE,73.05,SGD,A,0
TXN0009901,04-01-2024,CARD00437,MERC00049,PURCHASE,55.04,EUR,A,0
TXN0005301,13-06-2024,CARD00480,MERC8895,PURCHASE,101.96,SGD,A,0
TXN0007172,13-05-2024,CARD00205,MERC00002,PURCHASE,49.67,INR,A,0
TXN0011855,11-03-2024,CARD00111,MERC00268,PURCHASE,21.88,INR,A,0
TXN0007763,06-03-2024,CARD00357, MERC00163 ,PURCHASE,52.74,CAD,A,0
TXN0011704,15-05-2024,CARD00346,MERC00066,PURCHASE,41.21,BRL,A,0
TXN0007550,45301,CARD00221,MERC00116,PURCHASE,127.71,SGD,A,0
TXN0005115,05-06-2024,CARD00252,MERC00312,CASH ADVANCE,223.47,EUR,A,0
TXN0004354,22-04-2024,CARD00247,MERC00172,PURCHASE,60.81,JPY,A,0
TXN0012693,11-01-2024,CARD00019,MERC00023,PURCHASE,190.19,GBP,A,1
TXN0011453,18-05-2024,CARD00672,MERC00121,PURCHASE,60.89,EUR,A,0
TXN0005851,13-03-2024,CARD00175,MERC00005,PURCHASE,33.77,INR,A,0
TXN0005855,45334,CARD00441,MERC00149,PURCHASE,442.2,INR,A,0
TXN0011772,45421,CARD00629,MERC00206,PURCHASE,35.68,USD,A,0
TXN0010642,09-04-2024,CARD00727,MERC00108,  PURCHASE,161.34,JPY,A,0
TXN0002018,31-03-2024,CARD00588,MERC00083,BALANCE TRANSFER,1299.24,USD,A,1
TXN0005626,05-05-2024,CARD00183,MERC00355,PURCHASE,27.44,SGD,A,0
TXN0000357,28-06-2024,CARD00387,MERC00009,PURCHASE,24.83,GBP,A,0
TXN0011470,09-02-2024,CARD00682,MERC00400,ATM WITHDRAWAL,40.0,BRL,A,0
TXN0015449,22-06-2024,CARD00344,MERC00389,ATM WITHDRAWAL,40.0,INR,A,0
TXN0000498,31-03-2024,CARD00344,MERC00126,PURCHASE,90.91,INR,A,0
TXN0013950,11-04-2024,CARD00148,MERC00130,PURCHASE,66.96,EUR,A,0
TXN0014055,20-03-2024,CARD00040,MERC00398,ATM WITHDRAWAL,300.0,USD,A,0
TXN0008197,18-01-2024,CARD00776,MERC00125,PURCHASE,23.74,USD,A,0
TXN0008125,28-04-2024,CARD00252,MERC00158,PURCHASE,56.27,EUR,A,0
TXN0007769,27-01-2024,CARD00560,MERC00095,PURCHASE,106.69,BRL,A,0
TXN0008568,03-04-2024,CARD00748,MERC00341,PURCHASE,184.19,USD,A,0
TXN0008057,05-05-2024,CARD00200,MERC00114,PURCHASE,$62.21,MXN,A,0
TXN0010412,07-06-2024,CARD00473,MERC00186,PURCHASE,$70.72,EUR,D,0
TXN0003158,02-03-2024,CARD00765,MERC00114,PURCHASE,9.26,MXN,A,0
TXN0009765,26-06-2024,CARD00036,MERC00254,PURCHASE,143.69,GBP,A,0
TXN0009678,20-05-2024,CARD00663,MERC00159,PURCHASE,110.49,USD,A,0
TXN0004888,21-06-2024,CARD00364,MERC00366,PURCHASE,37.34,EUR,A,0
TXN0011943,05-05-2024,CARD00447,MERC00259,CASH ADVANCE,$208.01,EUR,A,0
TXN0003154,22-06-2024,CARD00269,MERC00126,PURCHASE,32.69,USD,A,1
TXN0001163,14-04-2024,CARD00140,MERC00306, PURCHASE ,54.56,JPY,A,0
TXN0011378,01-01-2024,CARD00485,MERC00174,PURCHASE,35.27,USD,D,0
TXN0013679,23-05-2024,CARD00378,MERC00245,PURCHASE,9.9,AED,A,0
TXN0010550,01-03-2024,CARD00205,MERC00376,ATM WITHDRAWAL,40.0,INR,A,0
TXN0009452,21-03-2024,CARD00667,MERC00280,CASH ADVANCE,339.21,BRL,A,0
TXN0015246,25-01-2024,CARD00723,MERC00259,PURCHASE,43.76,JPY,A,1
TXN0013566,12-02-2024,CARD00373,MERC00016,PURCHASE,18.28,BRL,A,0
TXN0006718,28-04-2024,CARD00225,MERC00241,PURCHASE,184.83,BRL,A,0
